103.5,106.9,97.6,101.4,101,97.7,100.2,99.7,102.1,98.9,103
106.3,110.2,97.2,102.6,103.4,101,102.6,103,104.2,104.2,106
95.1,100,92.3,96.9,100.2,99.8,99.5,105.7,102.6,97.4,106.7
108.4,116.2,102.4,102.7,102.1,101.7,97.7,99.4,104.2,91.2,109
